RecordNumber,Zipcode,City,State
47590,93944,PRESIDIO MTRY,CA
47591,93944,PRESIDIO OF MONTEREY,CA
47592,94556,MORAGA,CA
47593,94570,MORAGA,CA
47594,94575,MORAGA,CA
47595,95037,MORGAN HILL,CA
47596,95038,MORGAN HILL,CA
47597,95039,MOSS LANDING,CA
47598,95041,MOUNT HERMON,CA
47599,94558,NAPA,CA
47600,94558,SPANISH FLAT,CA
47601,94559,NAPA,CA
47602,94581,NAPA,CA
47603,95042,NEW ALMADEN,CA
47604,94560,NEWARK,CA
47605,94601,OAKLAND,CA
47606,94602,OAKLAND,CA
47607,94602,PIEDMONT,CA
47608,94603,OAKLAND,CA
47609,94604,OAKLAND,CA
47610,94605,OAKLAND,CA
47611,94606,OAKLAND,CA
47612,94607,OAKLAND,CA
47613,94608,EMERYVILLE,CA
47614,94608,OAKLAND,CA
47615,94609,OAKLAND,CA
47616,94610,OAKLAND,CA
47617,94610,PIEDMONT,CA
47618,94610,PIEDMONTXXX,CA
47619,94611,OAKLAND,CA
47620,94611,PIEDMONT,CA
47621,94611,PIEDMONTXXX,CA
47622,94612,OAKLAND,CA
47623,94612,PHILATELIC CENTER,CA
47624,94613,OAKLAND,CA
47625,94614,OAKLAND,CA
47626,94615,OAKLAND,CA
47627,94617,OAKLAND,CA
47628,94618,OAKLAND,CA
47629,94618,PIEDMONT,CA
47630,94619,OAKLAND,CA
47631,94620,PIEDMONT,CA
47632,94620,OAKLAND,CA
47633,94621,OAKLAND,CA
47634,94622,OAKLAND,CA
47635,94622,OAKLAND INTRNTL SERVICE CTR,CA
47636,94623,OAKLAND,CA
47637,94624,OAKLAND,CA
47638,94649,OAKLAND,CA
47639,94649,EBMUD,CA
47640,94659,OAKLAND,CA
47641,94659,BLUE CROSS,CA
47642,94660,OAKLAND,CA
47643,94660,SAFEWAY STORES,CA
47644,94661,OAKLAND,CA
47645,94662,EMERYVILLE,CA
47646,94662,OAKLAND,CA
47647,94666,OAKLAND,CA
47648,94666,KAISER SERVICES,CA
47649,94561,OAKLEY,CA
47650,94562,OAKVILLE,CA
47651,94563,ORINDA,CA
47652,93950,PACIFIC GROVE,CA
47653,93950,DEL MONTE PARK,CA
47654,95043,PAICINES,CA
47655,95043,NEW IDRIA,CA
47656,95043,PANOCHE,CA
47657,95043,PINNACLES,CA
47658,95043,SAN BENITO,CA
47659,93953,PEBBLE BEACH,CA
47660,94564,PINOLE,CA
47661,94565,PITTSBURG,CA
47662,94565,BAY POINT,CA
47663,94565,PORT CHICAGO,CA
47664,94565,WEST PITTSBURG,CA
47665,94566,PLEASANTON,CA
47666,94568,DUBLIN,CA
47667,94568,PLEASANTON,CA
47668,94588,PLEASANTON,CA
47669,94567,POPE VALLEY,CA
47670,94569,PORT COSTA,CA
47671,95026,HOLY CITY,CA
47672,95044,REDWOOD ESTATES,CA
47673,95044,REDWOOD EST,CA
47674,95044,HOLY CITY,CA
47675,94801,RICHMOND,CA
47676,94801,N RICHMOND,CA
47677,94801,NORTH RICHMOND,CA
47678,94801,POINT RICHMOND,CA
47679,94801,PT RICHMOND,CA
47680,94802,RICHMOND,CA
47681,94803,EL SOBRANTE,CA
47682,94803,RICHMOND,CA
47683,94803,SAN PABLO,CA
47684,94804,RICHMOND,CA
47685,94805,RICHMOND,CA
47686,94805,SAN PABLO,CA
47687,94806,SAN PABLO,CA
47688,94806,HILLTOP MALL,CA
47689,94806,RICHMOND,CA
47690,94806,TARA HILLS,CA
47691,94807,RICHMOND,CA
47692,94808,RICHMOND,CA
47693,94820,EL SOBRANTE,CA
47694,94820,RICHMOND,CA
47695,94850,RICHMOND,CA
47696,94571,RIO VISTA,CA
47697,94547,HERCULES,CA
47698,94547,RODEO,CA
47699,94572,RODEO,CA
47700,94573,RUTHERFORD,CA
47701,94574,SAINT HELENA,CA
47702,93901,SALINAS,CA
47703,93902,SALINAS,CA
47704,93905,SALINAS,CA
47705,93905,ALISAL,CA
47706,93906,SALINAS,CA
47707,93907,SALINAS,CA
47708,93907,PRUNEDALE,CA
47709,93908,SALINAS,CA
47710,93908,CORRAL DE TIE,CA
47711,93908,CORRAL DE TIERRA,CA
47712,93912,SALINAS,CA
47713,93915,SALINAS,CA
47714,93962,SPRECKELS,CA
47715,93962,SALINAS,CA
47716,95013,COYOTE,CA
47717,95101,SAN JOSE,CA
47718,95103,SAN JOSE,CA
47719,95106,SAN JOSE,CA
47720,95108,SAN JOSE,CA
47721,95109,SAN JOSE,CA
47722,95110,SAN JOSE,CA
47723,95111,SAN JOSE,CA
47724,95112,SAN JOSE,CA
47725,95113,SAN JOSE,CA
47726,95115,SAN JOSE,CA
47727,95116,SAN JOSE,CA
47728,95117,SAN JOSE,CA
47729,95118,SAN JOSE,CA
47730,95119,SAN JOSE,CA
47731,95120,SAN JOSE,CA
47732,95121,SAN JOSE,CA
47733,95122,SAN JOSE,CA
47734,95123,SAN JOSE,CA
47735,95124,SAN JOSE,CA
47736,95125,SAN JOSE,CA
47737,95126,SAN JOSE,CA
47738,95127,SAN JOSE,CA
47739,95128,SAN JOSE,CA
47740,95129,SAN JOSE,CA
47741,95130,SAN JOSE,CA
47742,95131,SAN JOSE,CA
47743,95132,SAN JOSE,CA
47744,95133,SAN JOSE,CA
47745,95134,SAN JOSE,CA
47746,95135,SAN JOSE,CA
47747,95136,SAN JOSE,CA
47748,95138,SAN JOSE,CA
47749,95139,SAN JOSE,CA
47750,95140,MOUNT HAMILTON,CA
47751,95140,MT HAMILTON,CA
47752,95140,SAN JOSE,CA
47753,95141,SAN JOSE,CA
47754,95148,SAN JOSE,CA
47755,95150,SAN JOSE,CA
47756,95151,SAN JOSE,CA
47757,95152,SAN JOSE,CA
47758,95153,SAN JOSE,CA
47759,95154,SAN JOSE,CA
47760,95155,SAN JOSE,CA
47761,95156,SAN JOSE,CA
47762,95157,SAN JOSE,CA
47763,95158,SAN JOSE,CA
47764,95159,SAN JOSE,CA
47765,95160,SAN JOSE,CA
47766,95161,SAN JOSE,CA
47767,95164,SAN JOSE,CA
47768,95170,SAN JOSE,CA
47769,95172,SAN JOSE,CA
47770,95173,SAN JOSE,CA
47771,95190,SAN JOSE,CA
47772,95190,SAN JOSE MERCURY NEWS,CA
47773,95191,SAN JOSE,CA
47774,95191,A M O R C,CA
47775,95192,SAN JOSE,CA
47776,95192,SAN JOSE STATE UNIVERSITY,CA
47777,95193,SAN JOSE,CA
47778,95193,I B M,CA
47779,95194,SAN JOSE,CA
47780,95194,CALIFORNIA WATER SERVICE,CA
47781,95196,SAN JOSE,CA
47782,95196,SAN JOSE WATER COMPANY,CA
47783,95045,SAN JUAN BAUTISTA,CA
47784,95045,SN JUN BATSTA,CA
47785,94577,SAN LEANDRO,CA
47786,94578,SAN LEANDRO,CA
47787,94579,SAN LEANDRO,CA
47788,94580,SAN LORENZO,CA
47789,93954,SAN LUCAS,CA
47790,95046,SAN MARTIN,CA
47791,94582,SAN RAMON,CA
47792,94583,SAN RAMON,CA
47793,95050,SANTA CLARA,CA
47794,95051,SANTA CLARA,CA
47795,95052,SANTA CLARA,CA
47796,95053,SANTA CLARA,CA
47797,95053,SANTA CLARA UNIVERSITY,CA
47798,95054,SANTA CLARA,CA
47799,95055,SANTA CLARA,CA
47800,95056,SANTA CLARA,CA
47801,95060,SANTA CRUZ,CA
47802,95060,BONNY DOON,CA
47803,95060,SCOTTS VALLEY,CA
47804,95060,PARADISE PARK,CA
47805,95061,SANTA CRUZ,CA
47806,95062,SANTA CRUZ,CA
47807,95063,SANTA CRUZ,CA
47808,95064,SANTA CRUZ,CA
47809,95065,SANTA CRUZ,CA
47810,95066,SCOTTS VALLEY,CA
47811,95066,SANTA CRUZ,CA
47812,95067,SCOTTS VALLEY,CA
47813,95067,SANTA CRUZ,CA
47814,95070,SARATOGA,CA
47815,95071,SARATOGA,CA
47816,93955,SEASIDE,CA
47817,93955,SAND CITY,CA
47818,93960,SOLEDAD,CA
47819,95073,SOQUEL,CA
47820,94585,SUISUN CITY,CA
47821,94585,BIRDS LNDG,CA
47822,94586,SUNOL,CA
47823,95075,TRES PINOS,CA
47824,94587,UNION CITY,CA
47825,94503,AMERICAN CANYON,CA
47826,94503,AMERICAN CYN,CA
47827,94503,VALLEJO,CA
47828,94589,VALLEJO,CA
47829,94589,AMERICAN CANYON,CA
47830,94589,AMERICAN CYN,CA
47831,94590,VALLEJO,CA
47832,94591,VALLEJO,CA
47833,94592,VALLEJO,CA
47834,94592,MARE ISLAND,CA
47835,94595,WALNUT CREEK,CA
47836,94596,WALNUT CREEK,CA
47837,94596,LAFAYETTE,CA
47838,94597,WALNUT CREEK,CA
47839,94598,WALNUT CREEK,CA
47840,95076,WATSONVILLE,CA
47841,95076,CORRALITOS,CA
47842,95076,LA SELVA BCH,CA
47843,95076,LA SELVA BEACH,CA
47844,95076,MT MADONNA,CA
47845,95076,PAJARO,CA
47846,95076,ROYAL OAKS,CA
47847,95077,WATSONVILLE,CA
47848,94599,YOUNTVILLE,CA
47849,95220,ACAMPO,CA
47850,96006,ADIN,CA
47851,93601,AHWAHNEE,CA
47852,93601,NIPINNAWASSEE,CA
47853,95910,ALLEGHANY,CA
47854,95910,FOREST CITY,CA
47855,95701,ALTA,CA
47856,95715,EMIGRANT GAP,CA
47857,95715,ALTA,CA
47858,95715,BLUE CANYON,CA
47859,95601,AMADOR CITY,CA
47860,96007,ANDERSON,CA
47861,96007,OLINDA,CA
47862,95221,ALTAVILLE,CA
47863,95221,ANGELS CAMP,CA
47864,95222,ANGELS CAMP,CA
47865,95703,APPLEGATE,CA
47866,95703,HEATHER GLEN,CA
47867,95912,ARBUCKLE,CA
47868,95912,COLLEGE CITY,CA
47869,95223,ARNOLD,CA
47870,95223,BEAR VALLEY,CA
47871,95223,CAMP CONNELL,CA
47872,95223,DORRINGTON,CA
47873,95913,ARTOIS,CA
47874,95301,ATWATER,CA
47875,93602,AUBERRY,CA
47876,93602,PINERIDGE,CA
47877,95602,AUBURN,CA
47878,95603,AUBURN,CA
47879,95603,CHRISTIAN VALLEY,CA
47880,95603,CLIPPER GAP,CA
47881,95603,LAKE OF THE PINES,CA
47882,95603,OPHIR,CA
47883,95604,AUBURN,CA
47884,95604,BOWMAN,CA
47885,95224,AVERY,CA
47886,95303,BALLICO,CA
47887,95914,BANGOR,CA
47888,93604,BASS LAKE,CA
47889,93669,WISHON,CA
47890,93669,BASS LAKE,CA
47891,96008,BELLA VISTA,CA
47892,95916,BERRY CREEK,CA
47893,95916,BRUSH CREEK,CA
47894,96009,BIEBER,CA
47895,96010,BIG BAR,CA
47896,96011,BIG BEND,CA
47897,93605,BIG CREEK,CA
47898,95917,BIGGS,CA
47899,95305,BIG OAK FLAT,CA
47900,93606,BIOLA,CA
47901,95606,BROOKS,CA
47902,95918,BROWNS VALLEY,CA
47903,95919,BROWNSVILLE,CA
47904,96013,BURNEY,CA
47905,96013,JOHNSON PARK,CA
47906,95225,BURSON,CA
47907,95920,BUTTE CITY,CA
47908,95920,AFTON,CA
47909,96014,CALLAHAN,CA
47910,95709,CAMINO,CA
47911,95709,CEDAR GROVE,CA
47912,95709,EIGHT MILE HOUSE,CA
47913,95709,SNOWLINE CAMP,CA
47914,95922,CAMPTONVILLE,CA
47915,96015,CANBY,CA
47916,93608,CANTUA CREEK,CA
47917,93608,THREE ROCKS,CA
47918,95923,CANYON DAM,CA
47919,95923,CANYONDAM,CA
47920,95923,PRATTVILLE,CA
47921,95923,SENECA,CA
47922,95608,CARMICHAEL,CA
47923,95609,CARMICHAEL,CA
47924,93609,CARUTHERS,CA
47925,96016,CASSEL,CA
47926,96017,CASTELLA,CA
47927,96017,SWEET BRIER,CA
47928,95306,CATHEYS VALLEY,CA
47929,95306,CATHEYS VLY,CA
47930,95924,CEDAR RIDGE,CA
47931,96019,SHASTA LAKE,CA
47932,96019,CENTRAL VALLEY,CA
47933,96019,CENTRAL VLY,CA
47934,96079,SHASTA LAKE,CA
47935,96079,CENTRAL VALLEY,CA
47936,96079,CENTRAL VLY,CA
47937,96079,PROJECT CITY,CA
47938,96089,SHASTA LAKE,CA
47939,96089,SUMMIT CITY,CA
47940,95307,CERES,CA
47941,95925,CHALLENGE,CA
47942,95925,WOODLEAF,CA
47943,96020,CHESTER,CA
47944,95712,CHICAGO PARK,CA
47945,95926,CHICO,CA
47946,95927,CHICO,CA
47947,95928,CHICO,CA
47948,95928,BUTTE CREEK,CA
47949,95928,CHAPMANTOWN,CA
47950,95928,DAYTON,CA
47951,95929,CHICO,CA
47952,95929,CALIF STATE UNIVERSITY CHICO,CA
47953,95973,CHICO,CA
47954,95973,COHASSET,CA
47955,95973,NORD,CA
47956,95973,RICHARDSON SPRINGS,CA
47957,95976,CHICO,CA
47958,95976,BLUE SHIELD OF CAL,CA
47959,95309,CHINESE CAMP,CA
47960,93610,CHOWCHILLA,CA
47961,93610,FAIRMEAD,CA
47962,93610,SHARON,CA
47963,95610,CITRUS HEIGHTS,CA
47964,95610,CITRUS HTS,CA
47965,95611,CITRUS HEIGHTS,CA
47966,95611,CITRUS HTS,CA
47967,95621,CITRUS HEIGHTS,CA
47968,95621,CITRUS HTS,CA
47969,95612,CLARKSBURG,CA
47970,95227,CLEMENTS,CA
47971,95930,CLIPPER MILLS,CA
47972,95981,STRAWBERRY VALLEY,CA
47973,95981,LA PORTE,CA
47974,95981,STRAWBRRY VLY,CA
47975,93611,CLOVIS,CA
47976,93612,CLOVIS,CA
47977,93613,CLOVIS,CA
47978,93619,CLOVIS,CA
47979,93614,COARSEGOLD,CA
47980,95713,COLFAX,CA
47981,95713,EDEN VALLEY,CA
47982,95713,IOWA HILL,CA
47983,95713,CAPE HORN,CA
47984,95713,SHADY GLEN,CA
47985,95713,YANKEE JIMS,CA
47986,95613,COLOMA,CA
47987,95310,COLUMBIA,CA
47988,95932,COLUSA,CA
47989,95614,COOL,CA
47990,95614,AUBURN LAKE TRAILS,CA
47991,95228,COPPEROPOLIS,CA
47992,96021,CORNING,CA
47993,96029,FLOURNOY,CA
47994,96029,CORNING,CA
47995,96022,COTTONWOOD,CA
47996,95311,COULTERVILLE,CA
47997,95615,COURTLAND,CA
47998,95615,PAINTERSVILLE,CA
47999,95615,RANDALL ISLAND,CA
48000,95615,SUTTER ISLAND,CA
48001,95934,CRESCENT MILLS,CA
48002,95934,CRESCENT MLS,CA
48003,95312,CRESSEY,CA
48004,95313,CROWS LANDING,CA
48005,93615,CUTLER,CA
48006,95616,DAVIS,CA
48007,95617,DAVIS,CA
48008,95618,DAVIS,CA
48009,95618,EL MACERO,CA
48010,95315,DELHI,CA
48011,93616,DEL REY,CA
48012,95316,DENAIR,CA
48013,95619,DIAMOND SPRINGS,CA
48014,95619,DIAMOND SPGS,CA
48015,93618,DINUBA,CA
48016,93618,LONDON,CA
48017,95620,DIXON,CA
48018,95620,LIBERTY FARMS,CA
48019,95935,DOBBINS,CA
48020,96023,DORRIS,CA
48021,93620,DOS PALOS,CA
48022,96024,DOUGLAS CITY,CA
48023,95936,DOWNIEVILLE,CA
48024,93621,DUNLAP,CA
48025,95937,DUNNIGAN,CA
48026,96025,DUNSMUIR,CA
48027,95938,DURHAM,CA
48028,95958,NELSON,CA
48029,95958,DURHAM,CA
48030,95714,DUTCH FLAT,CA
48031,95623,EL DORADO,CA
48032,95623,NASHVILLE,CA
48033,95939,ELK CREEK,CA
48034,95939,GRINDSTONE CREEK RANCHERIA,CA
48035,95624,ELK GROVE,CA
48036,95757,ELK GROVE,CA
48037,95758,ELK GROVE,CA
48038,95759,ELK GROVE,CA
48039,95625,ELMIRA,CA
48040,95317,EL NIDO,CA
48041,95318,EL PORTAL,CA
48042,95626,ELVERTA,CA
48043,95319,EMPIRE,CA
48044,95320,ESCALON,CA
48045,95607,CAPAY,CA
48046,95607,ESPARTO,CA
48047,95627,ESPARTO,CA
48048,96027,ETNA,CA
48049,96027,SAWYERS BAR,CA
48050,95628,FAIR OAKS,CA
48051,96028,FALL RIVER MILLS,CA
48052,96028,FL RIVER MLS,CA
48053,95230,FARMINGTON,CA
48054,95629,FIDDLETOWN,CA
48055,93622,FIREBAUGH,CA
48056,93623,FISH CAMP,CA
48057,93624,FIVE POINTS,CA
48058,95630,FOLSOM,CA
48059,95630,LAKE NATOMA,CA
48060,95630,MORMON ISLAND,CA
48061,95630,PINE BLUFF,CA
48062,95630,WHITE ROCK,CA
48063,95671,REPRESA,CA
48064,95671,FOLSOM,CA
48065,95671,FOLSOM PRISON,CA
48066,95762,EL DORADO HILLS,CA
48067,95762,EL DORADO HLS,CA
48068,95762,FOLSOM,CA
48069,95763,FOLSOM,CA
48070,95941,FORBESTOWN,CA
48071,95631,FORESTHILL,CA
48072,95631,BAKER RANCH,CA
48073,95631,MICHIGAN BLUFF,CA
48074,95631,TODD VALLEY,CA
48075,95942,FOREST RANCH,CA
48076,95942,BUTTE MEADOWS,CA
48077,96031,FORKS OF SALMON,CA
48078,96031,FRK OF SALMON,CA
48079,96032,FORT JONES,CA
48080,93625,FOWLER,CA
48081,95231,FRENCH CAMP,CA
48082,96033,FRENCH GULCH,CA
48083,93650,FRESNO,CA
48084,93650,PINEDALE,CA
48085,93650,FRS,CA
48086,93701,FRESNO,CA
48087,93702,FRESNO,CA
48088,93703,FRESNO,CA
48089,93704,FRESNO,CA
48090,93705,FRESNO,CA
48091,93706,FRESNO,CA
48092,93706,ROLINDA,CA
48093,93707,FRESNO,CA
48094,93708,FRESNO,CA
48095,93709,FRESNO,CA
48096,93710,FRESNO,CA
48097,93711,FRESNO,CA
48098,93712,FRESNO,CA
48099,93714,FRESNO,CA
48100,93715,FRESNO,CA
48101,93716,FRESNO,CA
48102,93717,FRESNO,CA
48103,93718,FRESNO,CA
48104,93720,FRESNO,CA
48105,93721,FRESNO,CA
48106,93722,FRESNO,CA
48107,93723,FRESNO,CA
48108,93724,FRESNO,CA
48109,93724,FRESNO SUPERIOR COURT,CA
48110,93725,FRESNO,CA
48111,93725,CALWA,CA
48112,93725,MALAGA,CA
48113,93726,FRESNO,CA
48114,93727,FRESNO,CA
48115,93728,FRESNO,CA
48116,93729,FRESNO,CA
48117,93730,FRESNO,CA
48118,93737,FRESNO,CA
48119,93740,FRESNO,CA
48120,93740,CA STATE UNIVERSITY FRESNO,CA
48121,93740,FRESNO STATE UNIVERSITY,CA
48122,93741,FRESNO,CA
48123,93741,FRESNO CITY COLLEGE,CA
48124,93744,FRESNO,CA
48125,93745,FRESNO,CA
48126,93745,CALWA,CA
48127,93747,FRESNO,CA
48128,93750,FRESNO,CA
48129,93750,FRESNO CNTY SOCIAL SVC DEPT,CA
48130,93755,FRESNO,CA
48131,93760,FRESNO,CA
48132,93760,PACIFIC GAS AND ELECTRIC,CA
48133,93761,FRESNO,CA
48134,93761,UNITED FAITH FOUND,CA
48135,93764,FRESNO,CA
48136,93764,FRESNO CITY UTILITIES,CA
48137,93765,FRESNO,CA
48138,93765,AETNA LIFE AND CASUALTY,CA
48139,93771,FRESNO,CA
48140,93772,FRESNO,CA
48141,93773,FRESNO,CA
48142,93774,FRESNO,CA
48143,93775,FRESNO,CA
48144,93776,FRESNO,CA
48145,93777,FRESNO,CA
48146,93778,FRESNO,CA
48147,93779,FRESNO,CA
48148,93786,FRESNO,CA
48149,93786,FRESNO BEE,CA
48150,93790,FRESNO,CA
48151,93791,FRESNO,CA
48152,93792,FRESNO,CA
48153,93793,FRESNO,CA
48154,93794,FRESNO,CA
48155,93844,FRESNO,CA
48156,93844,IRS,CA
48157,93888,FRESNO,CA
48158,93888,I R S,CA
48159,93626,FRIANT,CA
48160,95632,GALT,CA
48161,95633,GARDEN VALLEY,CA
48162,96034,GAZELLE,CA
48163,95634,GEORGETOWN,CA
48164,95634,BUFFALO HILL,CA
48165,95634,VIRNER,CA
48166,95634,VOLCANOVILLE,CA
48167,95634,WENTWORTH SPRINGS,CA
48168,96035,GERBER,CA
48169,95232,GLENCOE,CA
48170,95943,GLENN,CA
48171,95943,BAYLISS,CA
48172,95943,ORDBEND,CA
48173,95717,GOLD RUN,CA
48174,95717,MAGRA,CA
48175,95944,GOODYEARS BAR,CA
48176,95945,GRASS VALLEY,CA
48177,95945,ALTA HILL,CA
48178,95945,ALTA SIERRA,CA
48179,95945,BEAR RIVER PINES,CA
48180,95945,BOSTON RAVINE,CA
48181,95945,GLENBROOK HEIGHTS,CA
48182,95945,HILLS FLAT,CA
48183,95945,LA BARR MEADOWS,CA
48184,95945,PEARDALE,CA
48185,95945,SPRING HILL,CA
48186,95945,SUNSET VIEW,CA
48187,95945,UNION HILL,CA
48188,95945,WILLAURA ESTATES,CA
48189,95949,GRASS VALLEY,CA
48190,96037,GREENVIEW,CA
48191,95947,GREENVILLE,CA
48192,95947,ALMANOR,CA
48193,95635,GREENWOOD,CA
48194,96038,GRENADA,CA
48195,95948,GRIDLEY,CA
48196,95948,EAST GRIDLEY,CA
48197,95948,MANZANITA,CA
48198,95950,GRIMES,CA
48199,95636,GRIZZLY FLATS,CA
48200,95321,GROVELAND,CA
48201,95637,GUINDA,CA
48202,95679,RUMSEY,CA
48203,95322,GUSTINE,CA
48204,95322,SANTA NELLA,CA
48205,95951,HAMILTON CITY,CA
48206,95951,MILLS ORCHARD,CA
48207,96039,HAPPY CAMP,CA
48208,96040,HAT CREEK,CA
48209,95233,HATHAWAY PINES,CA
48210,95233,HATHAWAY PNES,CA
48211,96041,HAYFORK,CA
48212,96041,PEANUT,CA
48213,93627,HELM,CA
48214,95638,HERALD,CA
48215,95638,CLAY,CA
48216,95323,HICKMAN,CA
48217,95324,HILMAR,CA
48218,95234,HOLT,CA
48219,95639,HOOD,CA
48220,96044,HORNBROOK,CA
48221,96044,HILT,CA
48222,95325,HORNITOS,CA
48223,95326,HUGHSON,CA
48224,96046,HYAMPOM,CA
48225,96047,IGO,CA
48226,96047,ONO,CA
48227,95640,IONE,CA
48228,95640,CAMANCHE LAKE,CA
48229,95640,CARBONDALE,CA
48230,95640,SUNNYBROOK,CA
48231,95641,ISLETON,CA
48232,95641,ANDRUS ISLAND,CA
48233,95641,BOULDIN ISLAND,CA
48234,95641,BRANNAN ISLAND,CA
48235,95642,JACKSON,CA
48236,95642,CLINTON,CA
48237,95654,MARTELL,CA
48238,95654,JACKSON,CA
48239,95327,JAMESTOWN,CA
48240,96048,JUNCTION CITY,CA
48241,96048,HELENA,CA
48242,93630,KERMAN,CA
48243,95328,KEYES,CA
48244,93631,KINGSBURG,CA
48245,96050,KLAMATH RIVER,CA
48246,96050,HORSE CREEK,CA
48247,95645,KNIGHTS LANDING,CA
48248,95645,KNIGHTS LNDG,CA
48249,95720,KYBURZ,CA
48250,95720,SILVER FORK,CA
48251,95329,LA GRANGE,CA
48252,96051,LAKEHEAD,CA
48253,96070,OBRIEN,CA
48254,96070,LAKEHEAD,CA
48255,95330,LATHROP,CA
48256,95333,LE GRAND,CA
48257,96052,LEWISTON,CA
48258,95648,LINCOLN,CA
48259,95236,LINDEN,CA
48260,95953,LIVE OAK,CA
48261,95953,PENNINGTON,CA
48262,95334,LIVINGSTON,CA
48263,95237,LOCKEFORD,CA
48264,95240,LODI,CA
48265,95241,LODI,CA
48266,95242,LODI,CA
48267,95335,LONG BARN,CA
48268,95335,COLD SPRINGS,CA
48269,96054,LOOKOUT,CA
48270,95650,LOOMIS,CA
48271,93635,LOS BANOS,CA
48272,96055,LOS MOLINOS,CA
48273,95651,LOTUS,CA
48274,96056,MCARTHUR,CA
48275,96056,LITTLE VALLEY,CA
48276,96056,PITTVILLE,CA
48277,96057,MCCLOUD,CA
48278,96058,MACDOEL,CA
48279,93636,MADERA,CA
48280,93637,MADERA,CA
48281,93637,BERENDA,CA
48282,93638,MADERA,CA
48283,93639,MADERA,CA
48284,95653,MADISON,CA
48285,95954,MAGALIA,CA
48286,95954,NIMSHEW,CA
48287,95954,PARADISE PINES,CA
48288,95336,MANTECA,CA
48289,95337,MANTECA,CA
48290,96059,MANTON,CA
48291,95338,MARIPOSA,CA
48292,95901,MARYSVILLE,CA
48293,95901,LINDA,CA
48294,95901,LOMA RICA,CA
48295,95901,HALLWOOD,CA
48296,95901,HAMMONTON,CA
48297,95903,BEALE AFB,CA
48298,95903,MARYSVILLE,CA
48299,95955,MAXWELL,CA
48300,95956,MEADOW VALLEY,CA
48301,95956,SPANISH RANCH,CA
48302,95722,MEADOW VISTA,CA
48303,93640,MENDOTA,CA
48304,95340,MERCED,CA
48305,95341,MERCED,CA
48306,95343,MERCED,CA
48307,95344,MERCED,CA
48308,95348,MERCED,CA
48309,95957,MERIDIAN,CA
48310,95957,SYCAMORE,CA
48311,95345,MIDPINES,CA
48312,96062,MILLVILLE,CA
48313,96061,MILL CREEK,CA
48314,96061,MINERAL,CA
48315,96063,MINERAL,CA
48316,96063,LASSEN VOLCANIC NATIONAL PAR,CA
48317,93603,BADGER,CA
48318,93603,MIRAMONTE,CA
48319,93628,HUME,CA
48320,93628,MIRAMONTE,CA
48321,93633,KINGS CANYON NATIONAL PK,CA
48322,93633,KCNP,CA
48323,93633,KINGS CANYON,CA
48324,93633,KINGS CANYON NATL PARK,CA
48325,93633,MIRAMONTE,CA
48326,93633,GRANT GROVE,CA
48327,93633,WILSONIA,CA
48328,93641,MIRAMONTE,CA
48329,93641,PINEHURST,CA
48330,95346,MI WUK VILLAGE,CA
48331,95346,MI WUK VLG,CA
48332,95347,MOCCASIN,CA
48333,95350,MODESTO,CA
48334,95351,MODESTO,CA
48335,95352,MODESTO,CA
48336,95353,MODESTO,CA
48337,95354,MODESTO,CA
48338,95355,MODESTO,CA
48339,95356,MODESTO,CA
48340,95357,MODESTO,CA
48341,95358,MODESTO,CA
48342,95397,MODESTO,CA
48343,95397,MODESTO BRM ZIP,CA
48344,95245,MOKELUMNE HILL,CA
48345,95245,MOKELUMNE HL,CA
48346,96064,MONTAGUE,CA
48347,96065,MONTGOMERY CREEK,CA
48348,96065,MONTGOMRY CRK,CA
48349,95246,MOUNTAIN RANCH,CA
48350,95246,MTN RANCH,CA
48351,95246,SHEEP RANCH,CA
48352,95246,SHEEPRANCH,CA
48353,96067,MOUNT SHASTA,CA
48354,95656,MOUNT AUKUM,CA
48355,95675,RIVER PINES,CA
48356,95675,MOUNT AUKUM,CA
48357,95229,DOUGLAS FLAT,CA
48358,95229,VALLECITO,CA
48359,95229,MURPHYS,CA
48360,95247,MURPHYS,CA
48361,95959,NEVADA CITY,CA
48362,95959,CHEROKEE,CA
48363,95959,GRANITEVILLE,CA
48364,95959,NORTH BLOOMFIELD,CA
48365,95959,NORTH COLUMBIA,CA
48366,95658,NEWCASTLE,CA
48367,95360,NEWMAN,CA
48368,95659,NICOLAUS,CA
48369,95659,EAST NICOLAUS,CA
48370,95659,TROWBRIDGE,CA
48371,95659,VERONA,CA
48372,95659,VERONA LANDING,CA
48373,93643,NORTH FORK,CA
48374,95652,MCCLELLAN,CA
48375,95660,NORTH HIGHLANDS,CA
48376,95660,N HIGHLANDS,CA
48377,95960,NORTH SAN JUAN,CA
48378,95960,N SAN JUAN,CA
48379,95960,PIKE,CA
48380,95960,SWEETLAND,CA
48381,96068,NUBIEBER,CA
48382,95361,OAKDALE,CA
48383,95361,KNIGHTS FERRY,CA
48384,95361,VALLEY HOME,CA
48385,93644,OAKHURST,CA
48386,96069,OAK RUN,CA
48387,96071,OLD STATION,CA
48388,95961,OLIVEHURST,CA
48389,95961,ARBOGA,CA
48390,95961,PLUMAS LAKE,CA
48391,95961,WEST LINDA,CA
48392,93645,O NEALS,CA
48393,93646,ORANGE COVE,CA
48394,93646,SQUAW VALLEY,CA
48395,93675,SQUAW VALLEY,CA
48396,93675,ORANGE COVE,CA
48397,95662,ORANGEVALE,CA
48398,95662,CITRUS HEIGHTS,CA
48399,95662,OVALE,CA
